Retailer,Retailer_ID,Invoice Date,Region,State,City,Product,Price_per,Quantity,Profit,Sales_Method
Foot Locker,1185732,06/05/2021,Northeast,Texas,Houston,Women's Apparel,50,906,49418.25,Online
Foot Locker,1185732,06/06/2021,Northeast,Texas,Houston,Women's Apparel,50,827,37699.84,Outlet
Foot Locker,1185732,06/07/2021,Northeast,New York,New York,Women's Apparel,40,1128,46033.79,In-store
Foot Locker,1185732,06/08/2021,Northeast,New York,New York,Women's Street Footwear,55,899,51887.83,Online
Foot Locker,1185732,06/09/2021,Northeast,Illinois,Chicago,Men's Street Footwear,45,1186,56053.9,Outlet
Foot Locker,1185732,06/10/2021,Northeast,California,Los Angeles,Women's Apparel,60,1231,72158.08,In-store
Foot Locker,1185732,06/11/2021,Northeast,California,Los Angeles,Women's Athletics,45,1139,47213.36,In-store
Foot Locker,1185732,06/12/2021,Northeast,Texas,Houston,Women's Street Footwear,40,924,39223.34,Online
Foot Locker,1185732,06/13/2021,Northeast,California,Los Angeles,Women's Apparel,40,958,41398.81,In-store
Foot Locker,1185732,06/14/2021,Northeast,Illinois,Chicago,Women's Athletics,60,1269,73566.5,Online
Foot Locker,1185732,06/15/2021,Northeast,Texas,Houston,Women's Apparel,55,1254,64690.54,Online
Foot Locker,1185732,06/16/2021,Northeast,California,Los Angeles,Men's Street Footwear,40,918,34881.47,Outlet
Foot Locker,1185732,06/17/2021,Northeast,California,Los Angeles,Men's Street Footwear,55,1279,73947.11,Online
Foot Locker,1185732,06/18/2021,Northeast,California,Los Angeles,Men's Street Footwear,45,831,34233.44,In-store
Foot Locker,1185732,06/19/2021,Northeast,Illinois,Chicago,Women's Apparel,60,1224,67876.97,Outlet
Foot Locker,1185732,06/20/2021,Northeast,Illinois,Chicago,Women's Street Footwear,45,806,37133.74,Online
Foot Locker,1185732,06/21/2021,Northeast,California,Los Angeles,Men's Street Footwear,50,1236,63336.28,Outlet
Foot Locker,1185732,06/22/2021,Northeast,Texas,Houston,Men's Athletics,50,1144,52365.95,In-store
Foot Locker,1185732,06/23/2021,Northeast,California,Los Angeles,Men's Apparel,55,1273,71217.05,Online
Foot Locker,1185732,06/24/2021,Northeast,Texas,Houston,Women's Athletics,45,980,43334.14,Outlet
Foot Locker,1185732,06/25/2021,Northeast,Texas,Houston,Men's Apparel,50,890,41842.52,Online
Foot Locker,1185732,06/26/2021,Northeast,California,Los Angeles,Men's Apparel,45,945,44441.41,Outlet
Foot Locker,1185732,06/27/2021,Northeast,Texas,Houston,Men's Athletics,45,1085,51896.89,Outlet
Foot Locker,1185732,06/28/2021,Northeast,New York,New York,Women's Street Footwear,40,903,34685.72,Outlet
Foot Locker,1185732,06/29/2021,Northeast,California,Los Angeles,Women's Athletics,50,1033,47786.68,Online
Foot Locker,1185732,06/30/2021,Northeast,New York,New York,Men's Apparel,55,1283,71994.34,Online
Foot Locker,1185732,07/01/2021,Northeast,California,Los Angeles,Men's Apparel,40,938,36168.95,Outlet
Foot Locker,1185732,07/02/2021,Northeast,California,Los Angeles,Men's Athletics,55,1128,63451.01,Outlet
Foot Locker,1185732,07/03/2021,Northeast,Texas,Houston,Women's Street Footwear,55,858,43138.77,Outlet
Foot Locker,1185732,07/04/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,995,47780.89,Online
Foot Locker,1185732,07/05/2021,Northeast,New York,New York,Women's Apparel,40,1104,43044.9,Outlet
Foot Locker,1185732,07/06/2021,Northeast,Illinois,Chicago,Men's Apparel,45,929,39494.87,In-store
Foot Locker,1185732,07/07/2021,Northeast,Texas,Houston,Men's Street Footwear,60,840,49785.29,In-store
Foot Locker,1185732,07/08/2021,Northeast,New York,New York,Men's Street Footwear,45,899,36742.54,In-store
Foot Locker,1185732,07/09/2021,Northeast,Texas,Houston,Men's Street Footwear,40,1282,53061.95,Online
Foot Locker,1185732,07/10/2021,Northeast,California,Los Angeles,Women's Athletics,55,1296,68719.1,In-store
Foot Locker,1185732,07/11/2021,Northeast,Texas,Houston,Women's Street Footwear,55,962,50697.59,Online
Foot Locker,1185732,07/12/2021,Northeast,Illinois,Chicago,Men's Street Footwear,55,1205,60616.56,Outlet
Foot Locker,1185732,07/13/2021,Northeast,Texas,Houston,Men's Apparel,40,1198,48857.42,Online
Foot Locker,1185732,07/14/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,1103,59795.32,In-store
Foot Locker,1185732,07/15/2021,Northeast,Texas,Houston,Women's Athletics,50,1155,60814.11,Online
Foot Locker,1185732,07/16/2021,Northeast,California,Los Angeles,Women's Street Footwear,45,864,37795.07,Online
Foot Locker,1185732,07/17/2021,Northeast,California,Los Angeles,Women's Street Footwear,40,1066,44945.15,Outlet
Foot Locker,1185732,07/18/2021,Northeast,Texas,Houston,Women's Athletics,55,1194,72067.77,Online
Foot Locker,1185732,07/19/2021,Northeast,New York,New York,Men's Street Footwear,60,953,55802.58,In-store
Foot Locker,1185732,07/20/2021,Northeast,New York,New York,Women's Athletics,55,906,45410.67,Outlet
Foot Locker,1185732,07/21/2021,Northeast,Texas,Houston,Men's Apparel,60,1019,58164.21,Online
Foot Locker,1185732,07/22/2021,Northeast,Illinois,Chicago,Men's Street Footwear,45,1106,53354.07,Outlet
Foot Locker,1185732,07/23/2021,Northeast,Illinois,Chicago,Men's Athletics,40,889,32315.39,Outlet
Foot Locker,1185732,07/24/2021,Northeast,Texas,Houston,Men's Athletics,50,857,42545.51,Outlet
Foot Locker,1185732,07/25/2021,Northeast,California,Los Angeles,Men's Athletics,60,1241,79476.11,Outlet
Foot Locker,1185732,07/26/2021,Northeast,Illinois,Chicago,Women's Street Footwear,50,1100,52560.32,In-store
Foot Locker,1185732,07/27/2021,Northeast,Texas,Houston,Men's Apparel,45,801,36376.1,In-store
Foot Locker,1185732,07/28/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,830,44990.84,In-store
Foot Locker,1185732,07/29/2021,Northeast,New York,New York,Women's Athletics,55,1048,58742.39,Outlet
Foot Locker,1185732,07/30/2021,Northeast,California,Los Angeles,Men's Apparel,60,1299,74011.68,Online
Foot Locker,1185732,07/31/2021,Northeast,California,Los Angeles,Women's Apparel,55,1021,56971.73,In-store
Foot Locker,1185732,08/01/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,1168,55791.67,Online
Foot Locker,1185732,08/02/2021,Northeast,Texas,Houston,Men's Athletics,60,1206,74774.11,Outlet
Foot Locker,1185732,08/03/2021,Northeast,Illinois,Chicago,Women's Apparel,45,1288,55167.69,Outlet
Foot Locker,1185732,08/04/2021,Northeast,California,Los Angeles,Women's Street Footwear,60,1133,69218.05,In-store
Foot Locker,1185732,08/05/2021,Northeast,New York,New York,Women's Athletics,55,1031,61913.49,Outlet
Foot Locker,1185732,08/06/2021,Northeast,Illinois,Chicago,Women's Apparel,45,1175,57036.14,In-store
Foot Locker,1185732,08/07/2021,Northeast,California,Los Angeles,Men's Apparel,50,1156,62946.53,In-store
Foot Locker,1185732,08/08/2021,Northeast,Texas,Houston,Women's Street Footwear,50,1280,66832.6,Online
Foot Locker,1185732,08/09/2021,Northeast,California,Los Angeles,Women's Apparel,55,1005,56446.25,Outlet
Foot Locker,1185732,08/10/2021,Northeast,Illinois,Chicago,Women's Street Footwear,40,854,31111.02,Outlet
Foot Locker,1185732,08/11/2021,Northeast,New York,New York,Women's Athletics,45,1166,47406.11,Outlet
Foot Locker,1185732,08/12/2021,Northeast,New York,New York,Men's Athletics,45,810,39562.59,In-store
Foot Locker,1185732,08/13/2021,Northeast,Illinois,Chicago,Men's Athletics,60,949,55870.0,Online
Foot Locker,1185732,08/14/2021,Northeast,New York,New York,Women's Athletics,60,1257,69074.54,Online
Foot Locker,1185732,08/15/2021,Northeast,Illinois,Chicago,Women's Apparel,60,832,50790.36,In-store
Foot Locker,1185732,08/16/2021,Northeast,California,Los Angeles,Women's Apparel,55,1165,68987.4,Outlet
Foot Locker,1185732,08/17/2021,Northeast,New York,New York,Men's Apparel,50,1047,48625.04,Outlet
Foot Locker,1185732,08/18/2021,Northeast,Illinois,Chicago,Men's Apparel,60,817,44260.99,Outlet
Foot Locker,1185732,08/19/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,1121,59952.13,In-store
Foot Locker,1185732,08/20/2021,Northeast,California,Los Angeles,Women's Apparel,40,1116,41763.22,In-store
Foot Locker,1185732,08/21/2021,Northeast,Texas,Houston,Men's Apparel,60,940,54546.77,Outlet
Foot Locker,1185732,08/22/2021,Northeast,California,Los Angeles,Men's Apparel,40,1221,44599.56,Online
Foot Locker,1185732,08/23/2021,Northeast,Illinois,Chicago,Men's Athletics,40,1228,44718.19,Online
Foot Locker,1185732,08/24/2021,Northeast,California,Los Angeles,Women's Athletics,60,954,61926.62,In-store
Foot Locker,1185732,08/25/2021,Northeast,California,Los Angeles,Women's Street Footwear,60,1191,77661.08,Online
Foot Locker,1185732,08/26/2021,Northeast,Illinois,Chicago,Men's Street Footwear,45,993,48425.66,Outlet
Foot Locker,1185732,08/27/2021,Northeast,Illinois,Chicago,Men's Street Footwear,55,819,48466.63,Online
Foot Locker,1185732,08/28/2021,Northeast,Texas,Houston,Men's Athletics,55,1005,51131.66,Outlet
Foot Locker,1185732,08/29/2021,Northeast,Texas,Houston,Men's Athletics,50,1032,54736.86,In-store
Foot Locker,1185732,08/30/2021,Northeast,New York,New York,Men's Apparel,40,979,40473.85,In-store
Foot Locker,1185732,08/31/2021,Northeast,Texas,Houston,Women's Apparel,50,892,47871.84,Outlet
Foot Locker,1185732,09/01/2021,Northeast,California,Los Angeles,Women's Athletics,45,1046,43602.71,Outlet
Foot Locker,1185732,09/02/2021,Northeast,California,Los Angeles,Women's Apparel,50,1102,51870.79,Outlet
Foot Locker,1185732,09/03/2021,Northeast,New York,New York,Women's Street Footwear,60,1300,71490.04,In-store
Foot Locker,1185732,09/04/2021,Northeast,California,Los Angeles,Men's Street Footwear,45,823,38382.49,Online
Foot Locker,1185732,09/05/2021,Northeast,New York,New York,Men's Athletics,50,1057,53057.32,Online
Foot Locker,1185732,09/06/2021,Northeast,Texas,Houston,Women's Street Footwear,55,899,47209.75,In-store
Foot Locker,1185732,09/07/2021,Northeast,Illinois,Chicago,Men's Apparel,60,1083,58516.52,Online
Foot Locker,1185732,09/08/2021,Northeast,California,Los Angeles,Women's Athletics,60,1113,69793.64,In-store
Foot Locker,1185732,09/09/2021,Northeast,California,Los Angeles,Men's Street Footwear,45,1117,47408.71,Outlet
Foot Locker,1185732,09/10/2021,Northeast,Texas,Houston,Women's Apparel,50,1283,65279.71,Outlet
Foot Locker,1185732,09/11/2021,Northeast,Illinois,Chicago,Women's Apparel,45,1188,56685.55,Outlet
Foot Locker,1185732,09/12/2021,Northeast,New York,New York,Men's Street Footwear,45,840,35128.63,In-store
Foot Locker,1185732,09/13/2021,Northeast,California,Los Angeles,Men's Apparel,40,1284,54136.41,In-store
Foot Locker,1185732,09/14/2021,Northeast,California,Los Angeles,Men's Apparel,55,1185,70330.09,In-store
Foot Locker,1185732,09/15/2021,Northeast,Illinois,Chicago,Men's Street Footwear,60,1143,61779.38,Online
Foot Locker,1185732,09/16/2021,Northeast,California,Los Angeles,Women's Street Footwear,60,1100,61041.37,Outlet
Foot Locker,1185732,09/17/2021,Northeast,Illinois,Chicago,Women's Athletics,60,1186,76288.78,Outlet
Foot Locker,1185732,09/18/2021,Northeast,Texas,Houston,Men's Athletics,60,857,48391.62,Outlet
Foot Locker,1185732,09/19/2021,Northeast,New York,New York,Men's Apparel,45,1050,42946.76,In-store
Foot Locker,1185732,09/20/2021,Northeast,Illinois,Chicago,Men's Apparel,50,892,46866.16,Outlet
Foot Locker,1185732,09/21/2021,Northeast,California,Los Angeles,Women's Apparel,55,979,49327.72,Online
Foot Locker,1185732,09/22/2021,Northeast,California,Los Angeles,Women's Athletics,45,1053,50770.72,In-store
Foot Locker,1185732,09/23/2021,Northeast,New York,New York,Women's Apparel,55,1145,64109.79,In-store
Foot Locker,1185732,09/24/2021,Northeast,Illinois,Chicago,Men's Athletics,50,1214,62508.83,In-store
Foot Locker,1185732,09/25/2021,Northeast,Illinois,Chicago,Men's Athletics,45,1108,52305.39,Online
Foot Locker,1185732,09/26/2021,Northeast,Illinois,Chicago,Women's Street Footwear,60,1026,63664.75,In-store
Foot Locker,1185732,09/27/2021,Northeast,Texas,Houston,Women's Apparel,55,1016,56362.19,Outlet
Foot Locker,1185732,09/28/2021,Northeast,Texas,Houston,Women's Apparel,50,1126,59029.53,Outlet
Foot Locker,1185732,09/29/2021,Northeast,Texas,Houston,Women's Street Footwear,50,1118,53335.83,In-store
Foot Locker,1185732,09/30/2021,Northeast,Texas,Houston,Men's Apparel,40,981,40787.72,In-store
Foot Locker,1185732,10/01/2021,Northeast,New York,New York,Women's Street Footwear,55,956,47924.8,In-store
Foot Locker,1185732,10/02/2021,Northeast,New York,New York,Men's Street Footwear,40,831,35208.2,Online
Foot Locker,1185732,10/03/2021,Northeast,Illinois,Chicago,Women's Street Footwear,50,1098,55235.44,In-store
Foot Locker,1185732,10/04/2021,Northeast,Illinois,Chicago,Men's Apparel,45,870,40028.98,Online
Foot Locker,1185732,10/05/2021,Northeast,New York,New York,Men's Athletics,60,869,53436.45,Outlet
Foot Locker,1185732,10/06/2021,Northeast,Texas,Houston,Men's Apparel,60,842,50398.82,Online
Foot Locker,1185732,10/07/2021,Northeast,Illinois,Chicago,Men's Athletics,40,1201,45321.64,Outlet
Foot Locker,1185732,10/08/2021,Northeast,Illinois,Chicago,Women's Apparel,40,1077,44800.31,Online
Foot Locker,1185732,10/09/2021,Northeast,Illinois,Chicago,Men's Athletics,60,1229,70708.84,Online
Foot Locker,1185732,10/10/2021,Northeast,New York,New York,Men's Street Footwear,60,1082,66086.11,In-store
Foot Locker,1185732,10/11/2021,Northeast,Illinois,Chicago,Women's Apparel,55,1196,66554.1,Online
Foot Locker,1185732,10/12/2021,Northeast,Illinois,Chicago,Women's Street Footwear,60,855,55734.26,In-store
Foot Locker,1185732,10/13/2021,Northeast,Illinois,Chicago,Women's Street Footwear,40,1212,45107.51,Outlet
Foot Locker,1185732,10/14/2021,Northeast,California,Los Angeles,Men's Street Footwear,55,1291,77908.88,Online
Foot Locker,1185732,10/15/2021,Northeast,Texas,Houston,Men's Athletics,45,966,44929.3,Online
Foot Locker,1185732,10/16/2021,Northeast,Texas,Houston,Women's Apparel,50,872,46412.39,Outlet
Foot Locker,1185732,10/17/2021,Northeast,California,Los Angeles,Women's Athletics,40,1112,48702.94,Outlet
Foot Locker,1185732,10/18/2021,Northeast,New York,New York,Women's Apparel,50,866,41822.19,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New York,New York,Men's Street Footwear,45,822,39693.28,In-store
Foot Locker,1185732,10/20/2021,Northeast,Texas,Houston,Men's Street Footwear,50,819,37844.38,In-store
Foot Locker,1185732,10/21/2021,Northeast,California,Los Angeles,Men's Apparel,45,1145,53396.32,In-store
Foot Locker,1185732,10/22/2021,Northeast,New York,New York,Women's Apparel,60,841,53941.47,Online
Foot Locker,1185732,10/23/2021,Northeast,California,Los Angeles,Men's Street Footwear,60,1044,67049.31,Online
Foot Locker,1185732,10/24/2021,Northeast,Texas,Houston,Men's Athletics,55,1006,60552.74,Online
Foot Locker,1185732,10/25/2021,Northeast,New York,New York,Men's Street Footwear,55,839,46466.78,Outlet
Foot Locker,1185732,10/26/2021,Northeast,New York,New York,Women's Street Footwear,45,1216,53644.3,In-store
Foot Locker,1185732,10/27/2021,Northeast,Illinois,Chicago,Women's Street Footwear,50,802,36174.33,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Illinois,Chicago,Women's Athletics,45,1038,42124.55,In-store
Foot Locker,1185732,10/29/2021,Northeast,Texas,Houston,Men's Street Footwear,50,1027,48969.7,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Texas,Houston,Men's Street Footwear,50,1176,61968.11,Outlet
Foot Locker,1185732,10/31/2021,Northeast,Texas,Houston,Women's Street Footwear,60,1203,79033.27,Outlet
Foot Locker,1185732,11/01/2021,Northeast,New York,New York,Women's Apparel,60,1075,61026.34,Online
Foot Locker,1185732,11/02/2021,Northeast,Illinois,Chicago,Men's Athletics,40,807,31280.88,Outlet
Foot Locker,1185732,11/03/2021,Northeast,California,Los Angeles,Men's Apparel,60,1092,67320.79,In-store
Foot Locker,1185732,11/04/2021,Northeast,New York,New York,Men's Street Footwear,45,1025,46807.32,Outlet
Foot Locker,1185732,11/05/2021,Northeast,Illinois,Chicago,Men's Apparel,50,1027,49695.29,Online
Foot Locker,1185732,11/06/2021,Northeast,New York,New York,Women's Athletics,60,1020,56944.42,In-store
Foot Locker,1185732,11/07/2021,Northeast,Illinois,Chicago,Men's Apparel,60,1089,61271.04,In-store
Foot Locker,1185732,11/08/2021,Northeast,New York,New York,Men's Athletics,40,1162,45846.72,Online
Foot Locker,1185732,11/09/2021,Northeast,California,Los Angeles,Men's Street Footwear,40,1232,47724.94,In-store
Foot Locker,1185732,11/10/2021,Northeast,Texas,Houston,Women's Street Footwear,50,936,44916.31,In-store
Foot Locker,1185732,11/11/2021,Northeast,California,Los Angeles,Men's Apparel,50,921,48511.93,In-store
Foot Locker,1185732,11/12/2021,Northeast,California,Los Angeles,Men's Athletics,50,1000,45645.3,Online
Foot Locker,1185732,11/13/2021,Northeast,Texas,Houston,Men's Athletics,50,957,52193.39,Online
Foot Locker,1185732,11/14/2021,Northeast,Texas,Houston,Women's Apparel,50,1239,59699.71,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Illinois,Chicago,Men's Street Footwear,40,1124,42572.35,In-store
Foot Locker,1185732,11/16/2021,Northeast,New York,New York,Women's Athletics,55,1137,63910.13,Online
Foot Locker,1185732,11/17/2021,Northeast,Illinois,Chicago,Men's Athletics,50,1180,53520.77,In-store
Foot Locker,1185732,11/18/2021,Northeast,New York,New York,Women's Street Footwear,60,981,63284.83,Online
Foot Locker,1185732,11/19/2021,Northeast,California,Los Angeles,Men's Athletics,40,963,35446.43,In-store
Foot Locker,1185732,11/20/2021,Northeast,Illinois,Chicago,Men's Street Footwear,50,839,39556.93,Outlet
Foot Locker,1185732,11/21/2021,Northeast,New York,New York,Women's Apparel,40,1022,42758.15,In-store
Foot Locker,1185732,11/22/2021,Northeast,California,Los Angeles,Men's Street Footwear,50,1066,58543.26,Online
Foot Locker,1185732,11/23/2021,Northeast,California,Los Angeles,Men's Athletics,50,1215,64514.94,In-store
Foot Locker,1185732,11/24/2021,Northeast,California,Los Angeles,Men's Athletics,50,1084,57572.36,In-store
Foot Locker,1185732,11/25/2021,Northeast,Texas,Houston,Men's Athletics,55,898,53819.04,Online
Foot Locker,1185732,11/26/2021,Northeast,Illinois,Chicago,Women's Street Footwear,45,1126,49490.49,In-store
Foot Locker,1185732,11/27/2021,Northeast,Illinois,Chicago,Men's Apparel,45,1005,48549.38,In-store
Foot Locker,1185732,11/28/2021,Northeast,California,Los Angeles,Women's Apparel,40,1244,48696.13,Outlet
Foot Locker,1185732,11/29/2021,Northeast,Illinois,Chicago,Women's Athletics,55,1284,66002.21,Online
Foot Locker,1185732,11/30/2021,Northeast,New York,New York,Men's Street Footwear,55,1173,62721.15,In-store
Foot Locker,1185732,12/01/2021,Northeast,Texas,Houston,Men's Street Footwear,50,1151,59532.16,Online
Foot Locker,1185732,12/02/2021,Northeast,Texas,Houston,Men's Apparel,40,1245,45806.55,Online
Foot Locker,1185732,12/03/2021,Northeast,Illinois,Chicago,Women's Athletics,45,802,36316.28,Online
Foot Locker,1185732,12/04/2021,Northeast,New York,New York,Women's Street Footwear,45,988,43434.72,In-store
Foot Locker,1185732,12/05/2021,Northeast,Illinois,Chicago,Men's Apparel,50,1074,53125.86,Online
Foot Locker,1185732,12/06/2021,Northeast,Texas,Houston,Men's Apparel,45,997,45741.77,Online
Foot Locker,1185732,12/07/2021,Northeast,Texas,Houston,Women's Apparel,40,963,37218.8,Outlet
Foot Locker,1185732,12/08/2021,Northeast,Texas,Houston,Men's Street Footwear,55,1267,63651.19,Online
Foot Locker,1185732,12/09/2021,Northeast,Texas,Houston,Men's Athletics,40,828,33279.12,Online
Foot Locker,1185732,12/10/2021,Northeast,California,Los Angeles,Women's Athletics,55,883,45313.46,Online
Foot Locker,1185732,12/11/2021,Northeast,Texas,Houston,Women's Apparel,50,1173,59070.93,In-store
Foot Locker,1185732,12/12/2021,Northeast,Illinois,Chicago,Men's Apparel,60,1039,57551.51,In-store
Foot Locker,1185732,12/13/2021,Northeast,California,Los Angeles,Men's Apparel,50,1194,64573.08,In-store
Foot Locker,1185732,12/14/2021,Northeast,Texas,Houston,Women's Apparel,50,922,43696.8,Outlet
Foot Locker,1185732,12/15/2021,Northeast,New York,New York,Women's Street Footwear,45,820,35413.35,Outlet
Foot Locker,1185732,12/16/2021,Northeast,Texas,Houston,Men's Apparel,50,987,48082.67,Online
Foot Locker,1185732,12/17/2021,Northeast,Illinois,Chicago,Men's Athletics,55,1228,65681.86,In-store
Foot Locker,1185732,12/18/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,1033,48095.33,Online
Foot Locker,1185732,12/19/2021,Northeast,Illinois,Chicago,Women's Street Footwear,40,837,35980.37,In-store
Foot Locker,1185732,12/20/2021,Northeast,California,Los Angeles,Women's Athletics,40,1296,48839.25,Outlet
Foot Locker,1185732,12/21/2021,Northeast,Texas,Houston,Men's Street Footwear,40,1033,42667.55,Online
Foot Locker,1185732,12/22/2021,Northeast,Texas,Houston,Men's Street Footwear,60,1011,66312.09,In-store
Foot Locker,1185732,12/23/2021,Northeast,Illinois,Chicago,Men's Apparel,60,1013,63442.39,In-store
Foot Locker,1185732,12/24/2021,Northeast,California,Los Angeles,Women's Athletics,40,1244,44927.9,In-store
Foot Locker,1185732,12/25/2021,Northeast,California,Los Angeles,Women's Street Footwear,50,1071,56719.63,In-store
Foot Locker,1185732,12/26/2021,Northeast,Texas,Houston,Men's Athletics,45,1120,53632.93,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Texas,Houston,Men's Apparel,60,1200,68576.49,Online
Foot Locker,1185732,12/28/2021,Northeast,Texas,Houston,Women's Athletics,45,1070,49105.56,Outlet
Foot Locker,1185732,12/29/2021,Northeast,California,Los Angeles,Men's Athletics,45,1190,53233.81,In-store
Foot Locker,1185732,12/30/2021,Northeast,New York,New York,Women's Athletics,50,950,43869.44,Online
Foot Locker,1185732,12/31/2021,Northeast,California,Los Angeles,Men's Athletics,40,821,35476.74,Outlet
Foot Locker,1185732,01/01/2022,Northeast,New York,New York,Women's Street Footwear,40,810,31607.42,Outlet
Foot Locker,1185732,01/02/2022,Northeast,Illinois,Chicago,Men's Apparel,55,1193,59454.89,Online
Foot Locker,1185732,01/03/2022,Northeast,California,Los Angeles,Women's Athletics,40,840,32150.47,Online
Foot Locker,1185732,01/04/2022,Northeast,New York,New York,Women's Street Footwear,60,1171,75214.41,Outlet
Foot Locker,1185732,01/05/2022,Northeast,New York,New York,Men's Athletics,50,1034,50172.66,Outlet
Foot Locker,1185732,01/06/2022,Northeast,California,Los Angeles,Women's Athletics,50,1076,56950.67,In-store
Foot Locker,1185732,01/07/2022,Northeast,Illinois,Chicago,Men's Apparel,50,1152,58190.93,Online
Foot Locker,1185732,01/08/2022,Northeast,California,Los Angeles,Men's Street Footwear,55,896,48537.45,Online
Foot Locker,1185732,01/09/2022,Northeast,California,Los Angeles,Women's Athletics,50,895,43079.79,Outlet
Foot Locker,1185732,01/10/2022,Northeast,Texas,Houston,Women's Street Footwear,60,1218,71195.33,Outlet
Foot Locker,1185732,01/11/2022,Northeast,New York,New York,Men's Athletics,50,1082,55787.42,In-store
Foot Locker,1185732,01/12/2022,Northeast,New York,New York,Men's Street Footwear,45,1180,53464.11,In-store
Foot Locker,1185732,01/13/2022,Northeast,California,Los Angeles,Men's Apparel,40,1156,46500.13,In-store
Foot Locker,1185732,01/14/2022,Northeast,Texas,Houston,Men's Apparel,40,1296,51393.29,Outlet
Foot Locker,1185732,01/15/2022,Northeast,New York,New York,Men's Apparel,45,1195,56113.2,In-store
Foot Locker,1185732,01/16/2022,Northeast,Illinois,Chicago,Women's Apparel,50,1256,58121.03,Online
Foot Locker,1185732,01/17/2022,Northeast,Illinois,Chicago,Men's Apparel,50,1012,49080.82,Online
Foot Locker,1185732,01/18/2022,Northeast,California,Los Angeles,Women's Apparel,60,1284,80785.39,Outlet
Foot Locker,1185732,01/19/2022,Northeast,New York,New York,Women's Athletics,60,870,50246.72,Outlet
Foot Locker,1185732,01/20/2022,Northeast,Illinois,Chicago,Men's Athletics,60,995,54850.85,Outlet
Foot Locker,1185732,01/21/2022,Northeast,New York,New York,Women's Street Footwear,50,1258,63162.87,Outlet
Foot Locker,1185732,01/22/2022,Northeast,New York,New York,Men's Athletics,45,805,35360.43,In-store
Foot Locker,1185732,01/23/2022,Northeast,Illinois,Chicago,Men's Athletics,40,1092,40487.43,Outlet
Foot Locker,1185732,01/24/2022,Northeast,California,Los Angeles,Women's Street Footwear,55,840,45701.31,Outlet
Foot Locker,1185732,01/25/2022,Northeast,California,Los Angeles,Men's Athletics,50,1200,58203.9,Online
Foot Locker,1185732,01/26/2022,Northeast,California,Los Angeles,Women's Athletics,55,1025,56870.88,Online
Foot Locker,1185732,01/27/2022,Northeast,Texas,Houston,Women's Athletics,45,819,38393.74,Online
Foot Locker,1185732,01/28/2022,Northeast,Texas,Houston,Men's Apparel,45,999,42776.4,Online
Foot Locker,1185732,01/29/2022,Northeast,New York,New York,Men's Apparel,50,1206,62608.13,In-store
Foot Locker,1185732,01/30/2022,Northeast,New York,New York,Men's Athletics,50,1170,53667.25,Outlet
Foot Locker,1185732,01/31/2022,Northeast,Illinois,Chicago,Men's Apparel,50,1104,57072.81,Outlet
Foot Locker,1185732,02/01/2022,Northeast,Illinois,Chicago,Women's Street Footwear,45,1227,57364.51,Online
Foot Locker,1185732,02/02/2022,Northeast,Illinois,Chicago,Women's Street Footwear,55,1023,61536.23,Online
Foot Locker,1185732,02/03/2022,Northeast,Texas,Houston,Women's Athletics,50,836,39746.01,In-store
Foot Locker,1185732,02/04/2022,Northeast,Illinois,Chicago,Women's Athletics,55,1139,63297.38,Online
Foot Locker,1185732,02/05/2022,Northeast,Texas,Houston,Men's Apparel,50,1105,60189.42,Outlet
Foot Locker,1185732,02/06/2022,Northeast,New York,New York,Women's Street Footwear,60,872,48087.77,Online
Foot Locker,1185732,02/07/2022,Northeast,New York,New York,Women's Athletics,55,917,52954.81,Online
Foot Locker,1185732,02/08/2022,Northeast,New York,New York,Women's Street Footwear,55,870,50053.33,Outlet
Foot Locker,1185732,02/09/2022,Northeast,New York,New York,Women's Athletics,45,1041,43452.8,Outlet
Foot Locker,1185732,02/10/2022,Northeast,Illinois,Chicago,Men's Street Footwear,40,861,33808.73,In-store
Foot Locker,1185732,02/11/2022,Northeast,Texas,Houston,Women's Apparel,45,855,40349.82,Online
Foot Locker,1185732,02/12/2022,Northeast,Texas,Houston,Women's Apparel,50,1056,54300.87,Outlet
Foot Locker,1185732,02/13/2022,Northeast,California,Los Angeles,Women's Apparel,50,904,48475.12,In-store
Foot Locker,1185732,02/14/2022,Northeast,New York,New York,Men's Athletics,45,848,35720.9,In-store
Foot Locker,1185732,02/15/2022,Northeast,Illinois,Chicago,Women's Athletics,55,1064,59119.47,Outlet
Foot Locker,1185732,02/16/2022,Northeast,Texas,Houston,Men's Apparel,45,1047,46785.52,Online
Foot Locker,1185732,02/17/2022,Northeast,California,Los Angeles,Women's Apparel,50,1203,58182.29,Online
Foot Locker,1185732,02/18/2022,Northeast,California,Los Angeles,Women's Street Footwear,60,1257,79123.97,Outlet
Foot Locker,1185732,02/19/2022,Northeast,California,Los Angeles,Women's Apparel,60,863,52544.75,In-store
